title,link,category,id,duration,Tags
scenery5,https://www.douyin.com/video/7395156970451373363,scenery,7395156970451373363,39,"AttractionsRecommend, HealingMoment, Attraction"
scenery6,https://www.douyin.com/video/7377043740466203916,scenery,7377043740466203916,7,"Sunset, HealingMoment"
scenery7,https://www.douyin.com/video/7404443997135064357,scenery,7404443997135064357,10,"summer, HealingMoment"
scenery8,https://www.douyin.com/video/7245262784546573623,scenery,7245262784546573623,23,"summer, HealingMoment, Natural scenery"
scenery9,https://www.douyin.com/video/7399248399209483559,scenery,7399248399209483559,13,"Swiss, downtown, summer, HealingMoment"
scenery10,https://www.douyin.com/video/7401070768811003188,scenery,7401070768811003188,6,"Autumn, Beijing, ginkgo"
scenery11,https://www.douyin.com/video/7417090504669662498,scenery,7417090504669662498,9,"Autumn, HealingMoment"
scenery12,https://www.douyin.com/video/7346354637718457611,scenery,7346354637718457611,15,"Flower, Spring, HealingMoment"
scenery13,https://www.douyin.com/video/7402241272133586227,scenery,7402241272133586227,7,Meteor Showers
scenery14,https://www.douyin.com/video/7214047387222822148,scenery,7214047387222822148,16,"AttractionsRecommend, travel"
scenery15,https://www.douyin.com/video/7402200352797314319,scenery,7402200352797314319,56,AttractionsRecommend
scenery16,https://www.douyin.com/video/7028150706444045607,scenery,7028150706444045607,15,"mountain, rime, winnter, sunrise"
scenery17,https://www.douyin.com/video/7363638527101324559,scenery,7363638527101324559,16,"waterfall, wonderland"
scenery18,https://www.douyin.com/video/7008868547879374111,scenery,7008868547879374111,15,"Sunset, HealingMoment"
scenery19,https://www.douyin.com/video/7254593803284172071,scenery,7254593803284172071,20,"Mountain, AerialPhotography, Attraction"
scenery20,https://www.douyin.com/video/7302037361687366963,scenery,7302037361687366963,21,Chinese Garden
street snap1,https://www.douyin.com/video/7378122701434522914,street_snap,7378122701434522914,37,"StreetPhotography, Portrait"
street snap2,https://www.douyin.com/video/7410668622797884682,street_snap,7410668622797884682,26,"shooting process, passerby"
street snap3,https://www.douyin.com/video/7399248070413684008,street_snap,7399248070413684008,8,"StreetPhotography, Supermodel"
street snap4,https://www.douyin.com/video/7387530285430099254,street_snap,7387530285430099254,30,"Traffic Police, StreetPhotography"
street snap5,https://www.douyin.com/video/7399962077521055026,street_snap,7399962077521055026,12,"travel, fashion beauty"
street snap6,https://www.douyin.com/video/7309794484236094729,street_snap,7309794484236094729,14,"Chinese tradition, elegance"
street snap7,https://www.douyin.com/video/7396206862250659124,street_snap,7396206862250659124,22,"fashion, posing, handsome guy"
street snap8,https://www.douyin.com/video/6962778117534403847,street_snap,6962778117534403847,6,"cheongsam, elegance"
street snap9,https://www.douyin.com/video/7264401373695970571,street_snap,7264401373695970571,8,"StreetPhotography, Healing Moment"
street snap10,https://www.douyin.com/video/7405396696210869556,street_snap,7405396696210869556,12,"StreetPhotography, passerby"
street snap11,https://www.douyin.com/video/7407375815706414351,street_snap,7407375815706414351,9,StreetArt
street snap12,https://www.douyin.com/video/7013590410979233063,street_snap,7013590410979233063,10,"StreetPhotography, Portrait"
street snap13,https://www.douyin.com/video/6977208924604763432,street_snap,6977208924604763432,10,"handsome guy, outfit recommendation"
street snap14,https://www.douyin.com/video/6985743220068158757,street_snap,6985743220068158757,10,"passerby, elegance"
street snap15,https://www.douyin.com/video/7455532401704455433,street_snap,7455532401704455433,31,"Stray Cats, cute"
street snap16,https://www.douyin.com/video/7137877164669603076,street_snap,7137877164669603076,20,"StreetPhotography, funny"
street snap17,https://www.douyin.com/video/7410634507461610771,street_snap,7410634507461610771,46,"StreetPhotography, Portrait"
street snap18,https://www.douyin.com/video/7072581805727042846,street_snap,7072581805727042846,13,"celebrity, fashion, posing"
street snap19,https://www.douyin.com/video/7405555564601773312,street_snap,7405555564601773312,36,"StreetPhotography, MovieStyle"
street snap20,https://www.douyin.com/video/7397055530495266098,street_snap,7397055530495266098,19,"StreetPhotography, MovieStyle, passerby"
